station_id,pref,station_name,temp,lat,lon
36361,福島県,若松（ワカマツ）,11.6,37.48833333333334,139.91
36391,福島県,船引（フネヒキ）,11.1,37.435,140.57666666666665
36411,福島県,浪江（ナミエ）,10.9,37.49166666666667,140.965
36426,福島県,只見（タダミ）,7.0,37.343333333333334,139.31333333333333
36476,福島県,郡山（コオリヤマ）,11.1,37.36833333333333,140.33
36501,福島県,川内（カワウチ）,12.4,37.336666666666666,140.80833333333334
36536,福島県,南郷（ナンゴウ）,6.4,37.265,139.53666666666666
36562,福島県,湯本（ユモト）,9.4,37.276666666666664,140.06333333333333
36581,福島県,玉川（タマカワ）,10.8,37.22666666666667,140.42666666666668
36591,福島県,小野新町（オノニイマチ）,10.6,37.28666666666667,140.625
36611,福島県,広野（ヒロノ）,10.8,37.233333333333334,141.0
36641,福島県,田島（タジマ）,8.2,37.20666666666666,139.795
36667,福島県,白河（シラカワ）,12.3,37.13166666666667,140.215
36676,福島県,石川（イシカワ）,12.6,37.14666666666667,140.46
36716,福島県,桧枝岐（ヒノエマタ）,4.2,37.01,139.375
36821,福島県,東白川（ヒガシシラカワ）,13.0,36.93833333333333,140.40833333333333
36836,福島県,山田（ヤマダ）,14.6,36.93333333333333,140.73333333333332
36846,福島県,小名浜（オナハマ）,11.8,36.946666666666665,140.90333333333334
36846,福島県,小名浜（オナハマ）,11.8,36.96333333333333,140.88333333333333
40046,茨城県,北茨城（キタイバラキ）,12.6,36.833333333333336,140.77166666666668
40061,茨城県,大子（ダイゴ）,15.0,36.778333333333336,140.345
40091,茨城県,常陸大宮（ヒタチオオミヤ）,15.3,36.60666666666667,140.325
40136,茨城県,日立（ヒタチ）,12.3,36.58,140.645
40191,茨城県,笠間（カサマ）,14.4,36.395,140.24
40201,茨城県,水戸（ミト）,13.4,36.38,140.46666666666667
40221,茨城県,古河（コガ）,15.1,36.20166666666667,139.71666666666667
40231,茨城県,下館（シモダテ）,16.1,36.281666666666666,139.98833333333334
40281,茨城県,下妻（シモツマ）,15.8,36.16833333333334,139.945
40311,茨城県,鉾田（ホコタ）,14.3,36.16833333333334,140.52666666666667
40336,茨城県,つくば（ツクバ）(館野（タテノ）),14.2,36.056666666666665,140.125
40341,茨城県,土浦（ツチウラ）,13.8,36.10333333333333,140.22
40406,茨城県,鹿嶋（カシマ）,12.1,35.96333333333333,140.62166666666667
40426,茨城県,龍ケ崎（リュウガサキ）,13.9,35.89,140.21166666666667
41011,栃木県,那須高原（ナスコウゲン）,10.5,37.123333333333335,140.035
41076,栃木県,五十里（イカリ）,7.3,36.92166666666667,139.695
41091,栃木県,黒磯（クロイソ）,11.9,36.98166666666667,140.01833333333335
41116,栃木県,土呂部（ドロブ）,9.4,36.891666666666666,139.56833333333333
41141,栃木県,大田原（オオタワラ）,15.2,36.84,140.035
